Regents_of_Bulgaria,Regents,1
90210_(TV_series)_episodes,Television_episodes_by_series,0
Canvey_Island,Castle_Point,1
Flora_of_West_Africa,Flora_of_Africa_by_region,1
Grey_Party_of_Canada_politicians,Canadian_politicians_by_party,1
Roads_opened_in_1914,1914_establishments,0
The_Temptations_soundtracks,Rhythm_and_blues_soundtracks,1
Algerian_handball_competitions,Handball_in_Algeria,0
1908_plays,1908_in_theatre,1
Type_sites,Methods_and_principles_in_archaeology,0
Health_in_Botswana,Health_in_Africa,1
Brutal_Juice_songs,Songs_by_artist,0
1844_in_the_Dominican_Republic,1844_in_the_Caribbean,1
Intracoastal_Waterway,Gulf_Coast_of_the_United_States,1
Lifehouse_video_albums,Lifehouse_albums,0
Emirati_football_referees,Emirati_sportspeople,1
"Geography_of_Warren_County,_Mississippi","Warren_County,_Mississippi",1
"Protected_areas_of_Hawkins_County,_Tennessee","Geography_of_Hawkins_County,_Tennessee",1
Demos,Demoscene,1
I'm_a_Celebrity...Get_Me_Out_of_Here!_contestants,Reality_television_participants,0
American_Surgical_Association_members,American_Surgical_Association,1
Government_agencies_established_in_1958,Organizations_established_in_1958,1
Australian_people_of_Fijian_descent,Australian_people_of_Melanesian_descent,1
"Baltimore,_Maryland_television_anchors","People_from_Baltimore,_Maryland",0
Iryanthera,Myristicaceae,0
Barbadian_magazines,Barbadian_media,0
People_from_Pogradec,Pogradec,1
Rajasthani_culture,Rajasthan,1
Populated_places_in_the_United_States_with_African_American_majority_populations,African-American_culture,0
Victims_of_aviation_accidents_or_incidents_in_Hungary,Victims_of_aviation_accidents_or_incidents_in_Europe,1
Grade_II*_listed_castles,Castles_in_the_United_Kingdom,1
"Government_of_Henderson,_Nevada",Local_government_in_Nevada,1
Texas_Instruments_TI-99/4A,Home_computers,1
Places_associated_with_apartheid,History_of_South_Africa,0
"Buildings_and_structures_in_Aiken_County,_South_Carolina","Aiken_County,_South_Carolina",1
Pakistani_directors,Pakistani_artists,1
International_Christian_University_faculty,Faculty_by_university_or_college_in_Japan,1
Xenopoecilus,Adrianichthyidae,0
Young_Australian_of_the_Year_Award_winners,Australian_people_of_the_year_awards,0
Swiss_flautists,Flautists_by_nationality,1
2004_in_London,2000s_in_London,1
Andy_Pratt_songs,Songs_by_artist,0
"Mountains_of_Siskiyou_County,_California","Landforms_of_Siskiyou_County,_California",1
Geography_of_Auvergne,Auvergne,0
Films_directed_by_Hugh_Brody,Films_by_Canadian_directors,1
Angizia_albums,Albums_by_Austrian_artists,0
1970_in_Sudan,1970_in_Africa,1
Chinese_architecture,Chinese_culture,1
1995_establishments_in_Colombia,1995_establishments_in_South_America,1
Postal_history_of_Palestine,History_of_Palestine,0
.NET_programming_languages,.NET_Framework,1
Films_directed_by_He_Ping,Films_by_Chinese_directors,1
Airports_in_Volgograd_Oblast,Airports_in_Russia,1
Spertus_College_alumni,Alumni_by_university_or_college_in_Illinois,0
"People_from_Wilsonville,_Oregon","People_from_Clackamas_County,_Oregon",1
Temples_of_The_Church_of_Jesus_Christ_of_Latter-day_Saints_in_Europe,The_Church_of_Jesus_Christ_of_Latter-day_Saints_in_Europe,0
People_from_Plessur_District,People_from_GraubÃŒnden,1
Chinese_expatriate_footballers,Chinese_footballers,1
People_from_Vaduz,Vaduz,1
1110s_establishments,12th-century_establishments,1
Ennedi_Region,Regions_of_Chad,0
People_from_Poissy,People_from_Yvelines,1
Temples_of_The_Church_of_Jesus_Christ_of_Latter-day_Saints_in_California,Temples_of_The_Church_of_Jesus_Christ_of_Latter-day_Saints_in_the_United_States,0
140_mm_artillery,Artillery_by_caliber,1
Filmfare_Best_Kannada_Movie_Award_winners,Filmfare_Awards_winners,0
Military_of_Lithuania,Military_by_country,1
Albums_produced_by_Peter_Yarrow,Albums_by_producer,0
Dzieduszycki_family,Polish_noble_families,0
Romanian_loanwords,Romanian_words_and_phrases,0
Lakes_of_Malawi,Lakes_of_Africa,1
Nigerien_judoka,Judoka_by_nationality,1
Tour_de_Georgia,Cycle_races_in_the_United_States,1
Fu_Jen_Catholic_University,Universities_and_colleges_in_Taiwan,1
"Churches_in_Waldo_County,_Maine","Buildings_and_structures_in_Waldo_County,_Maine",1
Distance_education_in_the_United_Arab_Emirates,Distance_education,0
Caves_of_Honduras,Landforms_of_Honduras,1
Oceanian_dependencies,Oceanian_countries,0
Rebel_slaves_in_ancient_Rome,Rebel_slaves,1
Geography_of_South_Carolina,South_Carolina,1
Cars_of_the_Czech_Republic,Cars_by_country,1
Songs_written_by_George_M._Cohan,George_M._Cohan,1
"Abington,_Massachusetts",Towns_in_Massachusetts,1
"Musical_groups_from_Gainesville,_Florida",Musical_groups_from_Florida,1
University_of_Pittsburgh_buildings,Buildings_and_structures_in_Pittsburgh,1
People_from_Sanming,Sanming,1
Musical_groups_from_Greater_Manchester,English_musical_groups,1
Oranger_albums,Indie_rock_albums_by_American_artists,0
Anatolian_Roman_Catholic_saints,Saints_from_Anatolia,0
Lesotho_national_football_team,African_national_association_football_teams,1
Ambassadors_of_Norway_to_the_People's_Republic_of_China,Ambassadors_of_Norway,0
British_baritones,British_male_singers,1
Persian_dialects_and_varieties,Persian_language,1
SBS_Broadcasting_Group,ProSiebenSat.1_Media,0
Pacific_League_(Nippon_Professional_Baseball)_champion_seasons,Nippon_Professional_Baseball,1
Defunct_police_forces_of_the_United_Kingdom,Defunct_law_enforcement_agencies_of_the_United_Kingdom,1
Wars_in_fiction,Death_in_fiction,1
Trinidad_and_Tobago_sailors,Trinidad_and_Tobago_people_by_occupation,1
Panasonic_Gobel_Award_winners,Panasonic_Gobel_Awards,0
Manufacturing_companies_of_Croatia,Companies_of_Croatia_by_industry,1
Gates_in_China,Buildings_and_structures_in_China,1
Lakrea_Clark_albums,Contemporary_R&B_albums,0
Bomshel_albums,Country_albums_by_American_artists,1
Lists_of_Northern_Irish_MPs,Members_of_the_United_Kingdom_Parliament_for_Northern_Irish_constituencies,0
Subdivisions_of_Burkina_Faso,Country_subdivisions_of_Africa,1
"Schools_in_Marion_County,_Alabama","Education_in_Marion_County,_Alabama",1
LGBT_rights_in_Iraq,LGBT_rights_by_country,1
Military_alliances_involving_Portugal,Treaties_of_Portugal,1
Plants_described_in_1894,Species_described_in_1894,1
Villages_in_Kamrup_district,Kamrup_district,1
Olympic_boxers_of_the_Soviet_Union,Soviet_boxers,1
Union_military_personnel,Military_personnel_of_the_American_Civil_War,1
Trogia,Marasmiaceae,0
Vices,Core_issues_in_ethics,0
Kadokawa_Pictures_films,Japanese_films_by_studio,1
Footballers_at_the_1935_Maccabiah_Games,Competitors_at_the_1935_Maccabiah_Games,0
German_opera_librettists,German_librettists,1
Celestial_Season_albums,Albums_by_artist,0
People_from_Plasencia,People_from_the_Province_of_CÃ¡ceres,1
Mormon_cosmology,"Latter_Day_Saint_doctrines,_beliefs,_and_practices",1
Bassie_&_Adriaan_albums,Albums_by_Dutch_artists,0
Education_in_Ribble_Valley,Ribble_Valley,1
Russian_revolvers,Weapons_of_Russia,0
NCAA_Division_II,National_Collegiate_Athletic_Association,1
Pakistani_shipbuilders,Pakistani_people_by_occupation,0
Towers_in_Lithuania,Landmarks_in_Lithuania,1
Organizations_established_in_1599,1599_establishments,0
Rugby_league_controversies,Sports_controversies,1
Numeric_epithets,Epithets,0
Newspaper_companies_of_Canada,Publishing_companies_of_Canada,1
Nogales_Yaquis_players,Minor_league_baseball_players_by_team,1
Properties_of_religious_function_on_the_National_Register_of_Historic_Places_in_Utah,National_Register_of_Historic_Places_in_Utah,1
Crash_Music_Inc._artists,Artists_by_record_label,0
"Museums_in_Sherburne_County,_Minnesota","Buildings_and_structures_in_Sherburne_County,_Minnesota",1
Translators_of_the_Bible_into_French,Translators_to_French,1
Belarusian_pop_music_groups,Pop_music_groups,1
Council_elections_in_Wolverhampton,Council_elections_in_the_West_Midlands_(county),0
"Transportation_in_Humboldt_County,_California","Humboldt_County,_California",1
Active_extraterrestrial_probes,Spaceflights,0
Birds_kept_as_pets,Aviculture,0
Free_PDF_software,Free_multimedia_software,1
Martinsburg_Champs_players,"Martinsburg,_West_Virginia",1
Hawai'i_Championship_Wrestling_championships,Professional_wrestling_championships_by_promotion,0
Populated_places_in_La_Paz_Department_(Bolivia),Geography_of_La_Paz_Department_(Bolivia),1
National_symbols_of_Russia,Russian_culture,1
1st-century_Christian_martyrs,1st-century_deaths,1
Hypopachus,Microhylidae,1
History_of_Midlothian,Midlothian,1
1911_establishments_in_Hungary,1911_establishments_in_Austria-Hungary,1
Dalmatian_people,Dalmatia,0
Peking_Union_Medical_College_faculty,Faculty_by_university_in_China,1
Water_supply_and_sanitation_in_Libya,Water_supply_and_sanitation_by_country,1
Conservation_in_Samoa,Environment_of_Samoa,1
Members_of_IFIP_Working_Group_2.3,Formal_methods_people,0
"Roads_in_Taylor_County,_Florida","Transportation_in_Taylor_County,_Florida",1
Singles_certified_quadruple_platinum_by_the_Australian_Recording_Industry_Association,Singles_certified_by_the_Australian_Recording_Industry_Association,0
Victorian_era_battleships,Victorian_era_naval_ships,0
Will_Downing_albums,Rhythm_and_blues_albums_by_American_artists,1
Rebellions_in_North_America,Military_history_of_North_America,1
Theatre_companies_in_India,Entertainment_companies_of_India,1
Far_East_naval_battles_of_World_War_I,Battles_of_the_Asian_and_Pacific_Theatre_(World_War_I),0
Valencian_architects,Spanish_architects,1
1974_in_Turkey,Years_of_the_20th_century_in_Turkey,1
Super_Sentai_films,Films_based_on_television_series,1
Glossaries_of_works_of_popular_culture,Popular_culture,0
Cardiovascular_disease_deaths_in_Maryland,Disease-related_deaths_in_Maryland,0
History_of_West_Bengal,History_of_Bengal,1
Neighbourhoods_in_Sambalpur,Sambalpur,1
1987_software,1987_works,1
Wearers_of_monocles,Monocles,0
Sports_Night,Wikipedia_categories_named_after_American_television_series,0
Video_games_set_in_Norway,Video_games_set_in_Europe,1
Helicopters,Rotorcraft,1
Electro-mechanical_computers,Early_computers,1
Estonian_freedom_fighter,"Orders,_decorations,_and_medals_of_Estonia",0
Tamil_films_of_1943,1943_films,0
Royal_Buckinghamshire_Yeomanry_officers,British_Yeomanry_officers,1
Alaska_Airlines,Wikipedia_categories_named_after_airline_companies_of_the_United_States,0
Community_building,Political_philosophy,1
Towns_in_Normandy,Normandy,0
Burials_in_Paris,Paris,0
Parks_in_Tel_Aviv,Visitor_attractions_in_Tel_Aviv,1
1960_in_spaceflight,Years_in_spaceflight,1
Academia_Deportiva_Cantolao_players,Academia_Deportiva_Cantolao,1
Tudulinna_Parish,Municipalities_of_Estonia,1
Mana_games,Video_games_developed_in_Japan,0
Luzzatto_family,Italian_Jews,1
Ballenstedt,Towns_in_Saxony-Anhalt,1
Cabinet_of_Mexico,National_cabinets,1
Natural_gas-fired_power_stations_in_Malaysia,Fossil_fuel_power_stations_in_Malaysia,1
Wars_involving_Malta,Foreign_relations_of_Malta,1
Researchers_of_Lithuanian_language,Lithuanian-speaking_people_by_occupation,1
Canadian_Balao_class_submarines,Balao_class_submarines,0
Japanology,Japanese_culture,0
Femme_Fatale_albums,Albums_by_artist,0
TR35_winners,Massachusetts_Institute_of_Technology,0
County_of_Artois,History_of_the_Pas-de-Calais,1
Tanks_of_Russia,Armoured_fighting_vehicles_of_Russia,1
World_War_II_prisoners_of_war_held_by_Norway,Military_history_of_Norway_during_World_War_II,1
People_of_the_Chilean_War_of_Independence,People_of_the_Spanish_American_wars_of_independence,1
Referendums_in_Iraq,Politics_of_Iraq,1
1879_in_Germany,1879_in_Europe,1
"Education_in_Washakie_County,_Wyoming","Washakie_County,_Wyoming",1
Airports_in_Sonora,Buildings_and_structures_in_Sonora,1
Guro-gu,Gu_of_Seoul,0
Romanesque_architecture_in_Provence,Romanesque_architecture_in_France,1
Curio_and_relic_firearms,Firearms,0
Central_African_prisoners_and_detainees,Central_African_people,0
The_Demonata,Horror_novel_series,1
South_African_rugby_league_players,South_African_sportspeople,1
Lists_of_Canadian_people_by_occupation,Lists_of_Canadian_people,1
Americans_reared_abroad_by_missionary_parents,American_expatriates,0
"Stillwater_County,_Montana",Montana_counties,1
Progressive_Party_(Israel)_politicians,General_Zionism,1
Pakistani_space_program,Science_and_technology_in_Pakistan,0
World_Heritage_Sites_in_Armenia,World_Heritage_Sites_in_Asia,1
Pigmy_Love_Circus_albums,Rock_albums_by_American_artists,0
Media_companies_of_Uruguay,Media_in_Uruguay,1
Frazioni_of_Aosta_Valley,Cities_and_towns_in_Aosta_Valley,1
Pakistani_prisoners_sentenced_to_death,Pakistani_prisoners_and_detainees,1
Indian_films_of_2011,Indian_films,0
Meteoromyrtus,Myrtaceae,0
Symplectic_topology,Differential_topology,1
Skyscrapers_in_Taiwan,Buildings_and_structures_in_Taiwan,1
Indian_standards,Science_and_technology_in_India,1
Abenaki,Algonquian_peoples,1
People_from_Atyrau,People_by_city_in_Kazakhstan,1
Lists_of_blues_musicians,Lists_of_musicians_by_genre,1
Lists_of_magistrates_of_places_in_Taiwan,Lists_of_local_executives_of_places_in_Taiwan,1
Jared_Colinger_albums,Indie_rock_albums_by_American_artists,1
Scottish_vegans,Scottish_vegetarians,0
"Ste._Rose,_Manitoba",Rural_municipalities_in_Manitoba,0
"U.S._Highways_in_Washington,_D.C.","Roads_in_Washington,_D.C.",1
Cycloramphus,Leptodactylidae,1
People_from_Kokrajhar,People_from_Kokrajhar_district,1
Silat_practitioners,Silat,1
Communications_in_Indiana,Indiana,1
Out-of-print_books,Books_by_type,0
1696_in_England,1696_in_Europe,1
American_Football_League_(1926),Defunct_American_football_leagues,1
Jewish_American_musicians,Jewish_American_culture,1
Trade_economists,International_trade_theory,1
Public_Disturbance_(band)_albums,Hardcore_punk_albums,0
Pachora-Jamner_rail_line,Bhusawal_railway_division,0
"Coke_County,_Texas",Texas_counties,1
Pisa_Calcio,Football_clubs_in_Italy,0
Rugby_union_in_Heidelberg,Sport_in_Heidelberg,1
Mining_museums_in_Michigan,Industry_museums_in_Michigan,1
Meta-ethics,Ethics,1
Kerrville_New_Folk_Competition_finalists,Singer-songwriters,0
Atlas_Sound_albums,Indie_rock_albums_by_American_artists,0
At_the_Drive-In_EPs,EPs_by_American_artists,1
Making_Fiends,Wikipedia_categories_named_after_American_television_series,0
Countries_bordering_the_Red_Sea,Red_Sea,0
Serbian_People's_Alliance_of_the_Republika_Srpska_politicians,Serbs_of_Bosnia_and_Herzegovina,0
Exosquad,Television_series_by_NBC_Universal_Television,0
MUD_clients,Internet_Protocol_based_network_software,1
CAF_Champions_League_Finals,CAF_Champions_League,1
Romantic_fantasy_novels,Romance_novels_by_subgenre,1
History_of_Sri_Lanka_by_province,History_of_Sri_Lanka_by_location,1
Schoinoussa,Small_Cyclades,0
Energy_resource_facilities_in_Wyoming,Buildings_and_structures_in_Wyoming,0
Plays_based_on_short_fiction,Plays_based_on_works,1
Dickasonia,Orchidoideae,0
Alastair_Galbraith_albums,Albums_by_New_Zealand_artists,0
Parks_in_Liguria,Visitor_attractions_in_Liguria,1
IE_University,Universities_and_colleges_in_Spain,0
Principal_Companions_of_the_New_Zealand_Order_of_Merit,New_Zealand_Order_of_Merit,1
"Buildings_and_structures_in_Grant_County,_Oklahoma","Grant_County,_Oklahoma",1
Marshals_of_Germany,German_generals,1
West_Bengal_football_team,Santosh_Trophy_teams,0
States_and_territories_established_in_247_BC,States_and_territories_established_in_the_3rd_century_BC,0
Landforms_of_Burma,Geography_of_Burma,0
Lists_of_cities_by_toponymy,Lists_of_place_names,1
Ship_collisions_with_icebergs,Icebergs,1
Basketball_in_Oceania,Basketball_by_continent,1
"Companies_based_in_Winchester,_Nevada",Companies_based_in_the_Las_Vegas_Valley,1
Fields_of_application_of_statistics,Interdisciplinary_fields,0
Egyptian_Revival_architecture,Architectural_styles,1
Portuguese_dialects,Portuguese_language,1
Writing,Language,1
2009_Colonial_Athletic_Association_football_season,2009_NCAA_Division_I_FCS_football_season,1
Maltese_activists,Activists_by_nationality,1
Cardiovascular_disease_deaths_in_Vermont,Cardiovascular_disease_deaths_in_the_United_States,0
1945_in_Lithuania,1945_in_the_Soviet_Union,1
Visitor_attractions_in_the_Vale_of_Glamorgan,Vale_of_Glamorgan,1
Mausoleums_in_Egypt,Monuments_and_memorials_in_Egypt,1
Computer_clubs_in_Canada,Science_and_technology_in_Canada,0
Wrestlers_at_the_1966_British_Empire_and_Commonwealth_Games,Competitors_at_the_1966_British_Empire_and_Commonwealth_Games,1
Members_of_the_Nation_of_Gods_and_Earths,Nation_of_Gods_and_Earths,0
Progressive_Jewish_thinkers,Jewish_philosophers,0
Eidsvoll,Municipalities_of_Akershus,1
Albums_certified_triple_platinum_by_the_Irish_Recorded_Music_Association,Albums_certified_by_the_Irish_Recorded_Music_Association,0
Jackson_musical_family,Musical_families,0
Books_by_Ron_Paul,Libertarian_books,1
European_Federation_of_American_Football,European_sports_federations,0
Dutch_toponyms,History_of_the_Netherlands,0
"Neighbourhoods_in_Ajax,_Ontario","Ajax,_Ontario",1
Brazilian_violinists,Brazilian_musicians_by_instrument,1
Islamic_religious_leaders,Muslims,1
Tamil_films_of_1937,1937_films,0
German_expatriates_in_Switzerland,Swiss_people_of_German_descent,1
Chad_VanGaalen_albums,Indie_rock_albums_by_Canadian_artists,1
"People_from_Chester_Township,_Pennsylvania","People_from_Delaware_County,_Pennsylvania",0
Nicknamed_groups_of_sportspeople,Articles_about_multiple_people,1
Italian_expatriates_in_Eritrea,Italian_expatriates,0
Commonwealth_of_Nations,International_economic_organizations,1
"Boroughs_in_Passaic_County,_New_Jersey","Populated_places_in_Passaic_County,_New_Jersey",1
Transport_disasters_in_Kenya,Transport_in_Kenya,1
Israeli_emigrants_to_Ukraine,Immigrants_to_Ukraine,0
Recipients_of_the_Border_Service_Medal,"Orders,_decorations,_and_medals_of_Thailand",0
Lists_of_mayors_of_places_in_Taiwan,Lists_of_mayors,1
"Allen_Parish,_Louisiana",Louisiana_parishes,1
Swedish_Lutheran_lay_preachers,Swedish_Lutherans,0
Chinese_Orthodox_rabbis,Chinese_rabbis,0
Greek_spies,Foreign_relations_of_Greece,0
Micropolitan_areas_of_North_Carolina,Populated_places_in_North_Carolina,1
Chlotrudis_Awards,American_film_awards,0
Hindkowan_tribes,Social_groups_of_Pakistan,1
The_Byrds_compilation_albums,Compilation_albums_by_American_artists,1
Pre-Columbian_art_historians,Art_historians,0
French_people_of_the_Boxer_Rebellion,19th-century_French_people,1
Oltenia,Wallachia,1
USAAF_Air_Transport_Command_Airfields_-_Central_America,Airfields_of_the_United_States_Army_Air_Forces_Air_Transport_Command,0
Star_Trek_in_other_media,Star_Trek,0
"People_from_Watkins,_Minnesota","People_from_Meeker_County,_Minnesota",0
American_Indian_reservations_in_New_Mexico,Native_American_tribes_in_New_Mexico,1
12th-century_venerated_Christians,Venerated_Catholics,1
Yeongi,Counties_of_South_Chungcheong_Province,0
Russian_historians_of_philosophy,Russian_historians,1
Jewelpet,Sanrio_characters,1
"Eid,_Norway",Municipalities_of_Sogn_og_Fjordane,1
Indian_historians_of_philosophy,Indian_historians,0
Albums_certified_double_platinum_by_the_Federation_of_the_Italian_Music_Industry,Albums_certified_by_the_Federation_of_the_Italian_Music_Industry,0
Cycle_races_in_Denmark,Sports_competitions_in_Denmark,1
1772_in_Lithuania,1772_in_Europe,0
States_and_territories_established_in_110_BC,States_and_territories_established_in_the_2nd_century_BC,0
1540s_in_England,16th_century_in_England,1
Albums_produced_by_Ethan_Johns,Albums_by_producer,1
Indian_Federation_Cup,Football_cup_competitions_in_India,0
"Burials_at_the_Cathedral_of_Saint_Giovanni_Battista,_Turin",Churches_in_Turin,0
Chinese_radio,Radio_by_country,0
Preparatory_schools_in_Alabama,High_schools_in_Alabama,1
Fictional_characters_introduced_in_1910,1910_introductions,1
Omaha_Lambs_players,Minor_league_baseball_players_by_team,1
Essra_Mohawk_albums,Rock_albums_by_American_artists,1
FC_MTZ-RIPO,Football_clubs_in_Belarus,0
Sonora,Sierra_Madre_Occidental,1
South_Australian_musical_groups,Culture_of_South_Australia,1
Saint_Louis_University,Jesuit_universities_and_colleges_in_the_United_States,1
Swedish_radio,Swedish_media,0
Infantry_weapons_of_Australia_in_active_service,Modern_infantry_weapons_of_Australia,0
Waterfalls_of_Norway,Landforms_of_Norway,1
Ambassadors_to_Hungary,Foreign_relations_of_Hungary,1
Malveae,Malvoideae,1
Films_directed_by_Mary_Stuart_Masterson,Films_by_American_directors,1
Energy_in_Denmark,Economy_of_Denmark,1
Songs_written_by_Andrew_Innes,Songs_by_songwriter,1
Prionochilus,Dicaeidae,1
Bahraini_Christians,Middle_Eastern_Christians,1
Transport_in_Saga_Prefecture,Saga_Prefecture,1
Twin_people_from_Slovakia,Slovak_people,1
1897_labor_disputes_and_strikes,Conflicts_in_1897,1
Svaneti,Former_provinces_of_Georgia_(country),1
Sleepy_Kid_albums,Albums_by_New_Zealand_artists,0
Cycleways_in_South_Africa,Cycleways_by_country,1
Alphabet_days,Secular_holidays,0
"Meota_No._468,_Saskatchewan",Rural_municipalities_in_Saskatchewan,1
Geomarketing_research,Market_research,1
Askew_family,English_families,0
Latin_Grammy_Award_for_Best_Engineered_Album,Latin_Grammy_Awards,1
World_War_II_Southeast_Asia_Theatre,Military_history_of_the_United_Kingdom_during_World_War_II,0
Roads_opened_in_1945,1945_establishments,0
Structured_programming_languages,Procedural_programming_languages,1
Ringtailed_Snorter_albums,Albums_by_artist,0
Heavy_lift_ships,Cargo_ships,1
"People_from_Terrebonne_Parish,_Louisiana","Terrebonne_Parish,_Louisiana",1
Roger_McGuinn_albums,Rock_albums_by_American_artists,1
Panamanian_activists,Panamanian_people_by_occupation,1
Italian_conscientious_objectors,Italian_pacifists,0
Football_competitions_in_Minas_Gerais,Football_in_Minas_Gerais,1
1899_establishments_in_Iceland,1899_establishments_in_Europe,1
Mariagerfjord_Municipality,Municipalities_of_North_Denmark_Region,1
Romance_loanwords,Romance_languages,0
Malmea,Annonaceae,0
Burials_at_Albany_Rural_Cemetery,Burials_in_New_York,1
"Radio_personalities_from_Portland,_Oregon","Radio_stations_in_Portland,_Oregon",1
Mexican_translators,Mexican_linguists,1
Government_of_ancient_Thessaly,Ancient_Thessaly,1
Religious_demographics,Demographics,1
1950_essays,1950_works,0
Biathletes_at_the_1960_Winter_Olympics,Olympic_biathletes_by_year,1
"Geography_of_Gilmer_County,_West_Virginia","Gilmer_County,_West_Virginia",1
Total_Chalaco_F.C._footballers,Footballers_in_Peru_by_club,1
Aerospace_museums_in_New_Hampshire,Aerospace_museums_in_the_United_States,1
Russian_families,Russian_people,1
University_of_Arkansas_System,Public_university_systems_in_the_United_States,1
Members_of_IFIP_Working_Group_2.1,Programming_language_designers,0
Sports_festivals_in_Uzbekistan,Sports_competitions_in_Uzbekistan,0
"Census-designated_places_in_Escambia_County,_Florida","Populated_places_in_Escambia_County,_Florida",1
1994_in_Venezuela,1994_in_South_America,1
Pyxidea,Geoemydidae,0
"Schools_in_Cabarrus_County,_North_Carolina","Buildings_and_structures_in_Cabarrus_County,_North_Carolina",1
Asia_and_the_Pacific_1941-42,World_War_II_Pacific_Theatre,0
Brigette_Bardot_albums,Pop_albums_by_French_artists,0
Paralympic_sailors_of_Armenia,Armenian_yacht_racers,0
American_obstetricians,American_physicians,1
Ecitoninae,Ants_by_classification,0
Heads_of_state_speeches,Heads_of_state,0
Countries_of_the_Mediterranean_Sea,Mediterranean,0
Law_firms_of_Lithuania,Lithuanian_law,0
Electric_guitars,Guitars,1
Channel_5_virtual_TV_stations_in_the_United_States,Channel_5_TV_stations_in_the_United_States,0
Amorphophallus,Aroideae,1
"Radio_stations_in_Anchorage,_Alaska",Radio_stations_in_Alaska,1
Buildings_and_structures_in_Mainz,Mainz,1
Tamil_films_of_1978,1978_films,0
Knights_Commander_of_Merit_of_the_Sacred_Military_Constantinian_Order_of_Saint_George,Knights_of_the_Sacred_Military_Constantinian_Order_of_Saint_George,1
DocBook,Markup_languages,1
Vaeda_albums,Alternative_rock_albums_by_American_artists,0
Episcopal_bishops_of_South_Carolina,Episcopal_Church_in_South_Carolina,1
LGBT_people_from_Liverpool_&_Merseyside,LGBT_people_from_England,0
Mosques_converted_from_churches_in_Istanbul,Mosques_converted_from_churches_by_the_Ottoman_Empire,1
Australian_theatre_companies,Theatre_in_Australia,0
National_Members_of_the_International_Modern_Pentathlon_Union,International_Modern_Pentathlon_Union,0
Latvian_photographers,Photography_in_Latvia,1
Furman_Paladins_baseball_coaches,Furman_Paladins_baseball,1
1980_International_League_season,International_League,0
2000_in_France,2000_in_Europe,1
Trenton_Tigers_players,Minor_league_baseball_players_by_team,1
24_(TV_series),Television_series_by_20th_Century_Fox_Television,1
New_Jersey_State_Comptrollers,State_auditors_and_comptrollers_of_the_United_States,1
Fred_Astaire_tribute_albums,Tribute_albums,1
People_from_Loimaa,Loimaa,1
Albums_released_on_DVD-Audio,Digital_audio,0
Gardens_in_Highland_(council_area),Protected_areas_of_Highland_(council_area),1
"People_from_Orange_County,_Florida","Orange_County,_Florida",1
Religion_in_Benin,Beninese_culture,1
Mizuho_Financial_Group,Multinational_companies_headquartered_in_Japan,1
People_from_Sonneberg,People_from_Sonneberg_(district),1
Music_of_Arkansas,Music_of_United_States_subdivisions,1
English_slave_traders_and_slave_holders,British_slave_traders_and_slave_holders,0
Cardiovascular_disease_deaths_in_England,Disease-related_deaths_in_England,0
